interval,id,cell,entry,exit
3,5,1350,1211878827,1211879047
3,5,1351,1211879107,1211879107
3,5,1312,1211879168,1211879168
3,5,1232,1211879228,1211879228
3,5,1230,1211879262,1211879262
3,5,1188,1211879322,1211879322
3,5,1186,1211879382,1211879382
3,5,1185,1211879404,1211879404
3,5,1184,1211879463,1211879463
3,5,1142,1211879524,1211879524
3,5,1141,1211879584,1211879584
3,5,1101,1211879644,1211879644
3,5,1061,1211879704,1211879704
3,5,982,1211879774,1211879774
3,5,942,1211879835,1211879835
3,5,862,1211879885,1211879885
3,5,782,1211879945,1211879945
3,5,743,1211880005,1211880005
3,5,663,1211880065,1211880088
3,5,583,1211880147,1211880147
3,5,543,1211880208,1211880268
3,5,583,1211880328,1211880328
3,5,544,1211880388,1211880388
3,5,503,1211880448,1211880523
3,5,504,1211880583,1211880583
3,5,584,1211880643,1211880643
3,5,623,1211880703,1211880703
3,5,703,1211880763,1211880763
3,5,743,1211880823,1211880823
3,5,783,1211880884,1211880884
3,5,864,1211880944,1211881126
3,5,905,1211881186,1211881219
3,5,865,1211881280,1211881280
3,5,823,1211881341,1211881455
3,5,864,1211881515,1211881515
3,5,865,1211881576,1211881576
3,5,905,1211881636,1211881636
3,5,947,1211881680,1211881680
3,5,987,1211881740,1211881740
3,5,988,1211881800,1211881800
3,5,1028,1211881860,1211881860
3,5,1069,1211881920,1211881920
3,5,1070,1211881980,1211881980
3,5,1110,1211882041,1211882041
3,5,1151,1211882102,1211882102
3,5,1111,1211882163,1211882183
3,5,1029,1211882244,1211882244
3,5,1028,1211882304,1211882304
3,5,1108,1211882364,1211882364
3,5,1148,1211882424,1211882484
3,5,1147,1211882545,1211882787
3,5,1148,1211882849,1211882909
3,5,1147,1211882969,1211882969
3,5,1148,1211883029,1211883269
3,5,1147,1211883329,1211883329
3,5,1148,1211883389,1211883753
3,5,1147,1211883813,1211883813
3,5,1148,1211883873,1211883933
3,5,1147,1211883993,1211883993
3,5,1149,1211884053,1211884053
3,5,1151,1211884113,1211884113
3,5,1111,1211884173,1211884173
3,5,1029,1211884233,1211884233
3,5,988,1211884268,1211884268
3,5,947,1211884328,1211884328
3,5,867,1211884388,1211884388
3,5,747,1211884448,1211884448
3,5,707,1211884508,1211884508
3,5,627,1211884568,1211884568
3,5,588,1211884628,1211884948
3,5,591,1211885008,1211885008
3,5,595,1211885069,1211885069
3,5,634,1211885129,1211885521
3,6,905,1211878832,1211878832
3,6,987,1211878893,1211878893
3,6,1026,1211878956,1211878956
3,6,1106,1211879017,1211879017
3,6,1186,1211879075,1211879075
3,6,1189,1211879138,1211879138
3,6,1190,1211879196,1211879392
3,6,1150,1211879452,1211879452
3,6,1148,1211879512,1211879512
3,6,1147,1211879572,1211879572
3,6,1187,1211879632,1211879632
3,6,1227,1211879695,1211879695
3,6,1267,1211879752,1211879752
3,6,1307,1211879812,1211879812
3,6,1311,1211879873,1211879933
3,6,1350,1211879993,1211880011
3,6,1307,1211880082,1211880082
3,6,1266,1211880142,1211880202
3,6,1146,1211880262,1211880262
3,6,1144,1211880325,1211880325
3,6,1143,1211880385,1211880431
3,6,1144,1211880491,1211880491
3,6,1186,1211880552,1211880552
3,6,1146,1211880612,1211880612
3,6,1067,1211880673,1211880673
3,6,1027,1211880733,1211880733
3,6,987,1211880793,1211880793
3,6,946,1211880853,1211880853
3,6,944,1211880913,1211880913
3,6,902,1211880975,1211881037
3,6,822,1211881094,1211881094
3,6,783,1211881155,1211881155
3,6,782,1211881195,1211881314
3,6,742,1211881376,1211881404
3,6,782,1211881464,1211881464
3,6,820,1211881524,1211881557
3,6,780,1211881618,1211881618
3,6,782,1211881678,1211881678
3,6,742,1211881739,1211881799
3,6,783,1211881860,1211881860
3,6,824,1211881904,1211881904
3,6,865,1211881965,1211881965
3,6,864,1211881997,1211881997
3,6,823,1211882059,1211882319
3,6,824,1211882374,1211882374
3,6,865,1211882434,1211882434
3,6,826,1211882494,1211882494
3,6,786,1211882554,1211882554
3,6,785,1211882615,1211882615
3,6,784,1211882676,1211882676
3,6,783,1211882737,1211882798
3,6,864,1211882858,1211882919
3,6,904,1211882979,1211883040
3,6,864,1211883100,1211883161
3,6,823,1211883221,1211883221
3,6,742,1211883282,1211883282
3,6,783,1211883342,1211883342
3,6,822,1211883403,1211883463
3,6,782,1211883535,1211883535
3,6,700,1211883655,1211883655
3,6,580,1211883701,1211883701
3,6,540,1211883761,1211883761
3,6,538,1211883821,1211883968
3,6,539,1211884025,1211884025
3,6,620,1211884086,1211884086
3,6,700,1211884146,1211884146
3,6,781,1211884207,1211884207
3,6,782,1211884268,1211884307
3,6,864,1211884367,1211884367
3,6,906,1211884428,1211884428
3,6,987,1211884488,1211884488
3,6,1066,1211884549,1211884549
3,6,1186,1211884609,1211884609
3,6,1187,1211884670,1211884670
3,6,1188,1211884730,1211885567
3,6,1186,1211885627,1211885682
3,6,1185,1211885742,1211885808
3,6,1106,1211885869,1211885869
3,6,986,1211885930,1211885990
3,6,946,1211886050,1211886050
3,6,906,1211886110,1211886110
3,6,871,1211886163,1211886163
3,6,672,1211886223,1211886223
3,6,471,1211886279,1211886279
